,radiant_win,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5
29054,0,14,21,71,74,109,38,39,8,51,20
29055,1,48,103,20,27,39,86,120,14,46,12
29056,1,69,42,50,71,22,39,2,68,56,20
29057,0,86,120,74,59,14,35,46,16,31,9
29058,1,9,21,106,67,112,3,30,120,25,41
29059,1,12,59,97,105,1,42,32,101,23,74
29060,0,91,34,89,42,21,120,106,27,4,86
29061,1,110,7,63,106,111,86,2,9,95,62
29062,0,10,88,14,15,25,64,72,86,106,74
29063,1,26,2,109,11,83,106,59,17,91,104
29064,1,84,41,14,97,22,67,71,114,27,4
29065,1,71,30,49,110,22,120,14,31,11,1
29066,0,14,74,28,21,41,4,33,17,26,86
29067,1,78,79,48,101,74,44,64,38,100,11
29068,1,26,17,104,7,93,86,43,30,120,67
29069,0,18,37,13,73,64,106,21,67,26,69
29070,0,23,5,21,14,113,41,97,49,85,1
29071,1,114,48,69,120,101,27,21,78,10,53
29072,0,41,34,42,9,20,17,21,103,93,114
29073,1,39,93,57,74,64,104,44,101,4,5
29074,1,21,25,5,103,42,110,101,93,16,61
29075,1,56,18,111,75,97,42,91,104,17,21
29076,1,18,27,62,74,21,26,3,34,56,71
29077,1,56,6,34,23,16,25,44,7,88,22
29078,0,70,53,74,42,30,81,34,14,84,99
29079,1,22,16,105,52,93,7,41,74,38,101
29080,1,105,12,48,108,39,7,120,106,41,83
29081,1,22,93,71,47,32,14,119,54,35,27
29082,0,114,14,98,86,10,69,74,112,87,67
29083,0,120,90,63,51,11,78,3,17,73,111
29084,0,119,26,93,38,74,111,22,41,86,73
29085,1,89,87,108,4,94,7,92,20,114,81
29086,1,37,4,34,49,71,93,43,92,51,68
29087,0,95,88,17,86,14,81,85,10,35,7
29088,0,14,85,93,119,74,48,34,27,91,120
29089,0,18,60,119,36,74,34,48,29,69,71
29090,0,8,41,86,57,74,64,2,26,67,34
29091,1,71,27,69,1,74,99,26,10,14,39
29092,1,20,17,93,101,99,50,42,34,71,110
29093,0,106,74,17,20,4,8,34,26,51,22
29094,1,56,51,87,34,120,114,102,39,107,27
29095,0,25,23,44,10,114,20,64,38,86,11
29096,1,33,110,92,87,6,44,34,101,69,14
29097,1,88,21,86,22,56,114,30,25,51,14
29098,1,20,59,87,102,71,86,51,93,106,16
29099,0,16,73,48,35,75,41,119,51,11,55
29100,1,21,22,4,84,7,64,25,16,1,69
29101,1,14,82,44,57,45,30,99,8,49,112
29102,1,93,37,60,22,83,48,112,21,14,43
29103,0,4,21,67,101,62,74,93,79,47,32
29104,0,25,40,81,11,84,113,21,18,46,112
29105,0,104,14,82,21,41,9,95,91,79,99
29106,1,99,27,32,4,106,41,48,7,25,87
29107,1,15,108,74,20,7,27,34,80,69,32
29108,0,37,88,21,119,1,44,3,106,104,22
29109,0,67,120,31,15,106,80,74,100,20,70
29110,0,74,26,106,93,30,22,119,9,6,104
29111,1,11,112,99,114,22,51,70,94,104,91
29112,0,37,25,35,21,83,22,9,67,28,31
29113,1,25,44,26,9,59,34,27,93,14,58
29114,0,84,101,21,106,3,64,20,9,12,11
29115,0,30,4,97,22,36,71,93,52,101,99
29116,0,56,79,53,48,99,20,11,6,110,51
29117,0,105,25,48,62,97,35,32,28,114,14
29118,0,9,51,25,30,67,63,41,27,74,14
29119,1,16,14,8,64,34,95,99,31,25,90
29120,0,89,41,28,101,17,21,45,1,9,35
29121,0,110,70,120,114,28,93,106,62,65,15
29122,0,93,35,14,9,32,104,48,22,34,15
29123,0,100,31,86,4,42,21,30,23,44,33
29124,0,86,4,52,97,13,2,119,1,37,47
29125,1,16,54,39,5,29,14,44,46,60,26
29126,0,64,101,2,22,67,74,84,45,8,12
29127,0,108,104,22,49,37,74,71,20,62,56
29128,0,103,21,93,88,2,33,71,59,34,75
29129,0,77,71,39,41,27,114,7,108,13,91
29130,0,86,113,23,55,9,75,22,51,42,33
29131,0,7,1,87,104,10,4,36,20,48,52
29132,1,21,119,106,9,6,3,47,67,101,120
29133,1,56,62,54,31,21,14,4,120,25,26
29134,1,41,21,103,23,3,36,9,101,34,44
29135,0,25,42,104,30,100,3,40,85,67,22
29136,1,37,68,9,109,101,72,33,7,119,78
29137,1,15,51,106,45,104,107,74,38,27,1
29138,1,44,42,63,11,22,9,23,54,101,74
29139,1,110,27,14,44,34,21,13,26,12,25
29140,1,14,26,29,95,110,3,25,104,86,69
29141,1,74,79,18,108,14,31,61,21,71,12
29142,1,28,35,17,114,83,15,51,27,99,67
29143,1,47,100,69,54,5,87,2,119,76,67
29144,0,14,88,22,74,1,76,109,71,37,39
29145,1,56,14,60,99,54,114,32,26,80,45
29146,1,101,119,2,71,54,42,86,51,107,56
29147,1,23,95,56,86,21,120,101,28,4,17
29148,1,11,14,67,21,91,9,23,83,110,54
29149,1,33,106,114,32,4,16,105,99,91,1
29150,0,52,16,92,87,4,68,54,57,101,91
29151,1,18,64,2,16,89,26,93,9,23,25
29152,1,2,26,21,20,44,31,71,5,22,41
29153,1,16,101,95,2,17,84,37,8,34,47
29154,1,99,25,32,46,75,109,94,112,105,74
29155,1,22,3,37,44,99,76,101,64,93,78
29156,0,111,59,60,31,76,11,41,27,56,88
29157,0,68,93,89,21,34,74,56,57,26,69
29158,1,119,93,34,22,99,67,69,107,74,50
29159,1,22,12,5,11,103,4,21,60,25,119
29160,1,4,34,110,56,61,114,71,7,9,69
29161,1,19,75,1,83,8,14,104,10,106,25
29162,0,101,4,2,90,95,17,7,26,110,8
29163,0,34,27,100,39,70,43,93,75,14,114
29164,1,6,96,76,27,37,40,74,14,73,51
29165,0,14,48,114,74,40,1,9,56,86,79
29166,1,21,39,71,114,22,93,101,62,84,25
29167,0,56,40,11,114,27,67,3,2,74,51
29168,0,101,99,79,41,13,59,25,53,3,23
29169,0,111,35,70,84,76,114,36,85,26,17
29170,0,1,7,9,46,20,12,26,11,87,21
29171,0,10,33,46,119,107,68,93,69,34,75
29172,0,4,85,106,21,86,2,94,36,5,100
29173,0,28,93,26,14,74,12,86,11,98,85
29174,1,76,71,28,57,44,36,26,31,120,106
29175,1,4,54,9,63,3,35,88,23,107,8
29176,1,113,20,111,2,54,37,120,14,22,67
29177,1,74,4,64,61,22,104,101,93,68,39
29178,0,38,47,114,68,90,22,61,60,59,71
29179,0,110,10,2,111,35,105,17,14,26,72
29180,1,31,101,93,74,32,30,48,62,34,21
29181,0,44,120,76,112,60,71,16,17,14,4
29182,0,27,106,44,21,57,89,67,22,104,87
29183,0,60,114,84,44,17,91,41,21,43,26
29184,0,22,3,33,90,18,38,114,27,12,23
29185,0,19,92,64,41,21,4,35,20,85,37
29186,0,8,21,119,69,100,86,74,62,4,96
29187,0,11,18,105,14,75,61,1,87,30,59
29188,1,83,27,120,114,106,33,11,7,5,93
29189,1,6,14,114,22,17,41,74,3,2,30
29190,1,26,27,14,12,120,86,54,39,16,101
29191,0,40,86,23,78,114,52,11,33,63,48
29192,1,30,27,4,106,104,111,14,2,67,74
29193,0,106,20,63,12,64,52,74,108,8,23
29194,1,31,104,21,23,41,3,10,99,76,14
29195,1,51,47,25,67,101,69,23,11,77,86
29196,0,48,82,75,92,22,87,33,14,67,49
29197,1,114,110,9,35,27,113,21,3,15,120
29198,0,1,75,114,47,51,10,85,2,5,21
29199,1,71,99,27,74,93,86,20,49,16,48
29200,1,4,51,119,114,21,17,41,14,108,5
29201,0,11,90,101,104,25,14,2,82,22,5
29202,1,97,106,14,108,4,55,64,23,28,17
29203,0,37,106,93,41,27,56,29,21,84,6
29204,0,10,68,9,84,101,4,23,26,8,2
29205,1,14,84,29,106,48,100,119,102,44,22
29206,0,86,93,31,104,11,84,22,69,94,9
29207,0,106,2,68,35,32,50,59,22,88,16
29208,0,97,34,26,41,86,21,38,67,23,20
29209,0,56,22,7,68,9,29,4,119,48,14
29210,1,6,27,62,64,17,21,93,74,14,3
29211,0,87,28,41,67,25,14,22,21,1,69
29212,0,7,48,26,74,100,25,9,27,109,81
29213,1,86,2,67,27,36,74,48,58,14,68
29214,0,46,104,44,51,5,57,74,75,84,114
29215,1,35,28,114,14,7,12,86,20,64,99
29216,0,81,99,94,9,26,31,28,44,106,110
29217,0,8,28,14,56,5,2,32,59,46,33
29218,1,107,8,11,38,101,46,88,86,14,54
29219,0,93,50,7,2,82,10,22,64,97,112
29220,0,28,46,40,99,12,50,2,59,32,22
29221,0,16,120,68,63,76,37,21,41,106,103
29222,1,38,59,14,34,119,41,53,11,95,21
29223,1,105,33,6,34,5,59,32,46,83,111
29224,0,21,56,76,12,68,102,7,14,54,114
29225,0,34,93,14,38,26,4,12,86,29,20
29226,0,74,88,31,8,16,56,2,14,81,75
29227,0,5,41,110,25,2,12,4,21,20,32
29228,0,10,78,86,23,84,6,16,7,106,31
29229,0,88,39,93,64,79,1,17,14,99,5
29230,0,3,120,14,18,11,9,82,86,74,81
29231,0,39,108,87,67,27,37,22,54,68,29
29232,0,62,26,48,9,106,8,30,14,110,74
29233,0,12,51,64,13,22,67,11,14,9,23
29234,1,11,33,20,67,114,74,120,41,111,26
29235,0,107,17,10,5,19,100,14,16,11,8
29236,0,87,106,23,44,37,110,4,119,26,67
29237,1,96,114,106,37,9,65,47,14,87,93
29238,1,44,64,17,99,69,21,120,14,93,25
29239,0,96,8,75,21,15,88,60,106,67,29
29240,1,5,34,28,41,114,14,23,42,47,108
29241,1,8,25,101,107,21,120,119,113,106,23
29242,0,7,64,74,41,21,86,45,1,101,29
29243,0,67,69,26,47,57,74,44,119,85,14
29244,1,22,67,69,26,2,14,4,8,120,21
29245,1,29,84,21,86,41,51,74,94,71,112
29246,0,74,26,107,88,4,111,67,22,89,34
29247,1,60,1,26,74,55,97,87,67,17,100
29248,1,14,22,44,17,99,16,114,34,87,4
29249,0,70,17,93,38,30,21,4,41,111,9
29250,1,51,110,106,2,8,22,93,42,14,33
29251,1,106,12,86,32,99,26,69,34,40,48
29252,0,114,27,89,99,54,2,93,74,87,14
29253,1,12,84,39,97,103,26,2,27,98,10
29254,1,64,56,110,106,86,37,97,120,93,62
29255,1,109,34,114,120,119,105,14,8,63,39
29256,1,104,22,101,5,54,108,69,93,87,14
29257,1,14,67,25,110,37,2,74,30,4,71
29258,0,12,25,7,45,28,22,16,31,8,104
29259,0,59,31,2,8,120,41,26,22,21,58
29260,0,48,23,79,21,9,107,11,8,101,104
29261,0,11,3,4,87,29,14,71,56,26,47
29262,0,2,48,101,36,25,3,93,90,22,63
29263,1,8,54,84,101,22,120,79,21,44,86
29264,0,114,16,2,21,111,96,63,28,87,61
29265,0,14,82,102,22,1,63,86,9,90,8
29266,0,44,35,14,7,111,19,23,4,5,97
29267,1,54,39,21,25,27,86,7,106,67,52
29268,0,110,27,79,56,93,101,2,22,44,25
29269,0,23,8,89,74,2,14,93,104,37,76
29270,1,108,119,81,86,25,1,7,11,101,14
29271,0,14,22,108,5,8,99,45,11,44,27
29272,1,110,67,27,39,36,17,79,93,2,4
29273,0,114,39,21,25,107,2,81,50,31,52
29274,0,17,7,106,21,62,41,38,101,48,79
29275,1,2,10,69,17,105,19,35,22,56,31
29276,0,64,10,47,101,86,27,96,72,14,11
29277,1,104,89,87,114,74,40,64,47,67,14
29278,0,110,47,16,84,56,74,71,8,27,101
29279,1,90,67,69,20,34,21,6,71,74,7
29280,1,69,41,106,3,16,34,9,4,56,75
29281,0,11,101,7,91,67,89,114,46,110,75
29282,1,11,86,72,2,23,34,44,26,14,57
29283,1,69,67,9,86,46,48,2,31,84,21
29284,0,2,114,16,9,37,34,72,7,70,31
29285,0,23,16,1,7,21,54,61,112,14,106
29286,1,101,42,56,99,22,53,81,37,88,46
29287,1,46,109,104,25,79,64,29,94,14,74
29288,1,99,90,40,56,14,86,16,54,35,69
29289,1,44,119,21,46,19,20,74,6,41,30
29290,1,8,21,63,37,84,11,87,31,4,69
29291,1,71,14,88,101,9,6,120,22,74,69
29292,1,75,39,41,108,89,22,26,100,114,21
29293,0,53,101,37,8,47,108,67,39,9,88
29294,0,48,17,86,53,21,67,14,7,34,120
29295,0,74,14,41,59,50,79,21,22,84,113
29296,0,100,88,74,48,26,1,69,105,17,101
29297,0,74,41,86,19,21,84,10,46,38,90
29298,1,93,7,100,26,11,18,88,50,14,9
29299,0,14,108,74,12,101,22,21,7,69,8
29300,0,16,98,72,64,61,108,112,93,85,18
29301,1,21,101,16,64,8,119,9,87,46,67
29302,0,85,74,120,41,26,29,33,72,9,113
29303,0,39,44,72,5,26,67,114,34,20,7
29304,0,86,23,93,21,34,88,87,67,16,35
29305,0,29,44,11,104,22,8,5,49,14,13
29306,1,23,93,119,99,74,67,30,114,16,11
29307,1,11,14,84,41,6,25,69,75,26,93
29308,1,11,56,28,21,14,110,101,10,9,100
29309,0,44,25,32,99,50,84,8,34,98,26
29310,1,71,25,84,18,78,26,46,12,62,21
29311,0,71,22,21,10,32,50,101,9,82,16
29312,1,85,25,14,67,16,71,8,74,28,5
29313,1,99,61,31,67,111,97,18,34,84,101
29314,0,17,105,27,120,8,110,60,9,67,28
29315,1,40,27,7,12,120,48,79,86,98,23
29316,1,79,22,2,12,100,92,6,37,119,21
29317,0,28,21,87,6,84,86,2,22,14,67
29318,1,101,51,14,34,48,37,2,67,13,75
29319,0,17,54,101,75,21,67,84,23,114,22
29320,1,20,97,17,1,54,14,67,106,53,39
29321,0,101,41,5,11,8,81,86,62,34,88
29322,1,5,22,31,29,67,99,93,119,11,3
29323,0,74,37,8,14,9,71,48,25,16,22
29324,0,23,92,93,88,75,8,22,14,101,41
29325,0,11,86,104,21,8,22,40,84,26,41
29326,1,37,106,35,9,2,114,40,74,97,60
29327,0,72,101,8,20,22,25,16,14,114,23
29328,1,21,27,99,87,44,106,54,5,62,88
29329,1,16,100,26,25,81,9,14,120,10,27
29330,0,54,74,75,26,52,94,62,44,21,3
29331,0,8,49,78,119,20,56,16,93,14,25
29332,0,21,106,62,26,76,7,11,1,74,110
29333,1,88,106,89,35,25,94,26,11,14,21
29334,1,96,18,14,11,22,25,114,71,104,29
29335,0,61,41,103,37,22,4,86,74,7,14
29336,0,59,21,77,40,22,8,38,14,37,47
29337,0,10,120,101,103,46,51,37,54,28,34
29338,0,69,114,51,101,39,8,87,7,34,55
29339,0,64,47,86,108,4,114,101,103,57,15
29340,0,18,27,100,11,99,38,84,48,68,39
29341,1,102,64,59,12,26,114,16,22,4,108
29342,0,67,54,101,99,43,32,27,48,76,96
29343,0,33,22,21,44,34,74,119,99,93,14
29344,1,41,61,110,88,39,8,52,14,23,120
29345,1,102,9,31,25,100,54,64,96,30,74
29346,0,10,120,101,87,14,1,68,35,75,108
29347,1,40,27,82,16,99,83,32,101,114,74
29348,0,112,8,30,99,34,26,75,59,94,7
29349,1,34,40,99,92,77,46,20,42,110,71
29350,1,19,7,101,2,10,67,29,46,22,53
29351,1,42,21,11,87,22,7,23,14,93,78
29352,1,102,39,93,14,32,7,19,4,60,22
29353,1,70,22,21,78,34,5,13,6,110,16
29354,0,101,46,99,41,32,84,1,47,21,114
29355,0,22,63,88,67,14,25,84,7,1,101
29356,1,21,75,11,87,1,119,54,71,25,63
29357,1,93,114,9,21,20,4,14,38,22,103
29358,1,38,9,4,37,16,17,21,71,50,81
29359,0,120,25,14,113,11,98,101,61,26,41
29360,0,114,9,21,43,14,39,87,108,8,71
29361,1,105,92,120,52,99,114,42,8,34,101
29362,1,102,34,10,30,71,14,69,17,41,27
29363,1,75,113,99,16,12,96,111,71,11,48
29364,0,76,8,5,32,9,34,2,114,104,94
29365,0,82,102,75,20,81,112,29,94,64,25
29366,1,99,101,41,74,14,97,32,34,77,27
29367,1,101,54,34,103,69,22,119,104,95,14
29368,1,97,101,16,8,39,87,26,9,120,10
29369,0,38,40,16,44,101,56,7,85,45,35
29370,1,31,101,2,41,35,11,119,48,84,69
29371,1,88,34,8,9,89,35,119,56,103,67
29372,0,63,49,1,33,9,101,100,98,11,93
29373,0,22,31,54,78,100,5,69,4,101,8
29374,0,28,69,73,74,21,32,75,41,14,109
29375,1,4,10,21,70,119,41,114,69,9,2
29376,1,111,69,14,22,4,34,41,21,16,50
29377,0,88,104,87,21,1,29,113,44,62,58
29378,1,93,36,25,56,108,35,15,23,83,59
29379,0,93,86,45,74,60,22,11,88,21,67
29380,0,64,120,10,51,113,85,25,110,5,41
29381,0,35,97,91,88,21,92,84,99,70,101
29382,0,44,101,2,3,74,68,14,81,88,21
29383,0,55,17,23,101,54,33,9,120,86,14
29384,0,16,119,48,99,22,14,47,108,27,44
29385,1,92,16,111,94,64,68,21,60,81,3
29386,1,14,22,27,74,12,59,99,34,101,50
29387,1,114,22,88,14,120,86,93,26,34,99
29388,1,37,9,34,44,28,11,51,8,22,113
29389,1,21,64,93,51,34,1,107,28,37,92
29390,1,76,98,77,27,32,49,48,68,7,108
29391,1,56,112,1,14,38,41,31,101,106,22
29392,0,9,112,95,36,74,101,31,69,111,42
29393,0,14,25,2,1,101,59,32,30,55,74
29394,0,79,89,21,106,4,41,120,22,30,11
29395,1,27,74,23,75,8,38,43,87,26,89
29396,1,56,4,70,104,119,112,99,47,41,14
29397,1,84,48,74,22,60,5,14,45,59,54
29398,1,21,104,101,120,41,52,40,84,4,43
29399,1,18,21,11,68,69,102,106,114,25,16
29400,1,26,104,72,21,86,12,37,57,22,14
29401,0,21,93,110,59,14,85,106,64,22,77
29402,1,106,31,25,96,3,21,11,102,6,86
29403,1,14,11,100,48,51,4,41,85,21,16
29404,0,22,10,99,32,101,56,107,5,95,88
29405,0,63,23,84,8,17,93,39,7,71,108
29406,1,22,94,34,87,7,67,101,104,25,5
29407,0,25,20,16,67,14,85,21,28,34,54
29408,1,71,74,108,101,1,14,114,83,29,22
29409,0,93,111,51,11,23,28,44,112,120,43
29410,0,97,29,56,44,27,2,30,22,114,9
29411,0,87,37,14,11,67,23,74,70,1,86
29412,0,12,88,86,4,74,28,47,93,22,79
29413,0,12,26,15,14,2,69,75,37,39,41
29414,1,100,7,9,98,114,2,82,106,23,87
29415,0,22,16,46,41,62,75,74,88,31,77
29416,1,101,68,8,2,34,120,14,22,93,64
29417,1,23,13,8,21,32,39,68,22,77,12
29418,1,32,74,36,93,26,88,14,76,72,114
29419,1,109,52,20,4,23,10,5,106,9,119
29420,1,7,2,34,22,93,27,106,53,12,69
29421,1,17,44,21,95,30,9,68,120,14,41
29422,1,36,71,25,84,81,86,64,14,74,93
29423,0,16,54,21,82,3,37,1,34,69,14
29424,1,100,48,74,26,88,119,31,1,11,7
29425,1,54,26,22,36,60,18,100,74,14,21
29426,1,32,11,21,2,67,102,93,16,25,111
29427,0,39,16,93,6,5,11,4,71,62,63
29428,0,21,14,101,6,9,119,42,2,22,71
29429,1,120,30,101,93,25,35,111,64,21,41
29430,1,84,99,74,66,1,67,5,64,34,119
29431,1,8,14,101,99,74,114,71,26,108,106
29432,1,114,8,23,110,101,59,27,56,88,36
29433,0,44,2,37,11,45,67,61,111,113,25
29434,1,9,21,42,37,88,109,120,106,14,101
29435,1,48,29,21,64,79,114,20,75,25,2
29436,0,21,26,95,35,7,74,3,59,12,14
29437,0,68,119,41,78,14,17,111,31,42,71
29438,1,108,34,86,27,12,48,33,101,14,59
29439,1,32,1,11,104,101,110,54,35,51,62
29440,0,34,101,81,74,26,114,32,25,28,69
29441,1,102,25,26,67,10,27,46,105,44,69
29442,0,85,9,23,4,38,74,100,93,3,49
29443,0,31,28,79,4,10,62,25,15,103,99
29444,0,96,27,20,54,92,64,7,12,39,21
29445,1,30,17,93,110,86,65,97,16,67,41
29446,0,35,16,71,48,87,86,4,12,22,14
29447,0,114,14,30,40,17,5,81,23,101,69
29448,0,44,9,74,83,86,22,1,2,14,64
29449,0,1,26,27,69,74,88,32,87,44,49
29450,0,17,110,86,67,25,9,94,34,14,101
29451,0,4,35,9,101,74,17,27,75,44,114
29452,1,69,89,43,10,3,12,30,74,84,29
29453,1,25,51,14,26,41,11,30,7,1,39
29454,1,29,93,94,7,86,23,4,8,46,26
29455,1,36,49,37,84,48,67,27,74,32,79
29456,0,48,106,2,16,27,87,22,75,53,1
29457,0,74,56,14,7,22,5,96,114,107,34
29458,1,51,40,20,17,67,31,41,93,22,14
29459,1,91,42,41,2,4,81,83,37,76,120
29460,0,64,48,53,98,105,85,21,49,6,100
29461,1,26,48,85,49,21,54,75,34,93,39
29462,1,48,101,87,14,108,114,86,27,92,29
29463,0,21,101,12,22,32,59,56,49,119,14
29464,1,95,71,26,39,113,14,119,11,33,67
29465,0,71,41,29,5,21,101,111,23,93,78
29466,0,4,26,22,63,100,62,23,120,1,74
29467,1,11,9,113,104,19,87,25,88,26,12
29468,0,11,104,14,67,27,70,17,84,37,81
29469,1,7,95,14,75,74,56,71,37,33,93
29470,0,8,23,94,119,105,27,104,73,102,101
29471,0,69,86,30,17,93,10,21,14,11,119
29472,0,71,59,60,44,7,14,95,8,26,21
29473,0,61,109,86,7,120,101,21,75,54,28
29474,1,54,55,51,25,37,46,12,38,101,103
29475,1,101,62,41,5,110,120,74,60,93,84
29476,1,96,91,72,42,13,67,101,14,39,87
29477,1,110,10,14,26,56,96,21,48,27,37
29478,0,26,32,114,29,75,21,4,111,35,19
29479,0,22,1,64,2,21,40,41,87,59,75
29480,1,85,114,69,14,39,11,99,60,75,94
29481,1,74,84,51,21,67,87,110,64,34,18
29482,1,21,8,22,38,84,102,50,67,119,113
29483,1,54,74,119,84,28,67,21,99,87,90
29484,1,110,3,41,25,9,93,34,86,14,57
29485,1,81,9,51,92,3,26,80,21,60,36
29486,1,113,83,14,106,90,75,87,56,40,103
29487,1,114,15,71,29,75,26,77,34,108,107
29488,0,23,10,14,84,100,62,69,114,99,74
29489,1,91,59,41,2,111,14,77,101,74,120
29490,1,65,64,81,23,44,101,11,41,32,58
29491,0,35,22,14,28,63,27,74,7,41,33
29492,1,82,41,40,99,20,106,36,45,22,101
29493,1,14,42,79,48,74,62,32,34,12,102
29494,1,99,25,49,114,60,23,48,22,21,78
29495,1,32,111,21,95,34,68,72,106,54,14
29496,0,108,109,22,23,30,69,87,14,21,8
29497,1,67,74,14,105,23,17,32,41,101,2
29498,0,99,119,22,67,7,47,68,1,75,28
29499,0,45,51,56,101,44,17,16,14,8,26
29500,0,114,26,81,106,28,111,110,32,44,11
29501,0,25,35,85,93,41,37,44,106,120,14
29502,0,38,34,14,8,64,111,82,48,104,33
29503,0,28,4,34,69,87,21,102,12,110,37
29504,1,22,101,95,2,37,17,114,119,27,14
29505,0,69,14,17,93,44,101,3,67,55,2
29506,0,42,3,14,51,11,35,1,86,100,18
29507,0,9,71,23,4,79,44,14,22,86,10
29508,0,9,86,14,114,69,100,56,22,8,99
29509,0,72,119,69,13,100,21,101,93,2,68
29510,0,69,21,9,32,8,92,14,48,51,112
29511,1,68,20,95,88,25,59,22,93,104,99
29512,0,14,60,93,64,17,51,25,84,10,71
29513,1,58,99,14,17,44,87,89,74,41,93
29514,1,29,65,22,6,14,26,20,10,104,21
29515,0,19,45,108,5,47,84,95,99,22,90
29516,1,14,26,22,40,36,74,69,51,6,32
29517,1,26,44,23,97,82,85,113,99,114,101
29518,0,36,99,110,12,101,69,40,48,93,33
29519,0,28,48,91,5,106,104,22,37,41,21
29520,0,64,22,11,2,41,8,29,14,59,27
29521,0,25,49,119,20,95,114,64,7,22,52
29522,0,9,89,37,93,35,56,87,119,41,39
29523,1,39,88,112,75,48,101,14,34,33,1
29524,1,21,2,86,5,54,84,1,101,56,39
29525,0,119,59,44,99,14,114,16,22,79,71
29526,0,34,99,111,32,10,30,93,101,23,44
29527,1,92,23,31,104,26,1,34,14,64,99
29528,0,85,44,31,2,21,5,81,17,101,78
29529,1,14,84,10,22,99,71,74,54,96,68
29530,1,14,17,10,21,37,41,74,100,104,33
29531,0,8,35,108,26,101,21,40,28,37,67
29532,0,101,97,70,22,12,54,57,2,21,119
29533,0,101,8,17,28,88,93,78,5,14,34
29534,0,53,25,72,119,51,21,16,92,54,3
29535,0,11,75,20,72,120,71,14,93,35,99
29536,0,4,101,53,56,21,3,110,41,16,34
29537,1,85,22,93,105,99,53,40,114,11,98
29538,1,44,21,4,2,64,106,13,114,37,88
29539,1,63,26,74,1,27,21,114,4,75,59
29540,1,10,21,71,25,26,2,41,30,47,119
29541,1,76,28,21,12,71,96,89,11,10,37
29542,0,101,14,113,34,2,9,107,48,22,3
29543,1,114,21,74,86,16,67,14,22,71,30
29544,0,41,29,27,17,109,106,71,62,48,69
29545,1,16,92,41,68,95,72,22,14,60,18
29546,1,9,74,31,89,72,26,25,14,44,29
29547,1,23,26,25,120,41,104,6,56,110,79
29548,1,54,104,52,74,25,76,110,88,5,1
29549,1,16,75,35,30,44,14,114,84,34,99
29550,1,16,3,26,39,8,64,101,44,34,107
29551,0,102,14,22,63,74,7,86,23,95,85
29552,1,74,12,84,5,21,69,8,100,27,4
29553,0,22,71,4,26,25,75,109,23,63,14
29554,1,17,101,97,85,4,74,67,28,75,27
29555,1,31,85,61,2,56,94,93,48,59,32
29556,0,35,26,108,16,48,54,107,25,21,9
29557,1,88,119,27,39,1,72,31,11,23,45
29558,1,74,86,63,81,32,21,101,67,34,28
29559,1,12,105,21,2,4,64,61,88,43,44
29560,1,26,21,67,25,14,52,23,54,16,56
29561,0,11,22,114,51,55,8,108,46,23,21
29562,1,51,101,32,42,119,7,37,14,41,56
29563,1,22,2,41,68,13,14,29,25,47,8
29564,1,54,71,99,63,114,56,3,81,49,4
29565,1,26,7,74,93,66,43,14,48,76,64
29566,0,74,86,40,14,41,27,96,67,37,101
29567,0,99,53,87,93,14,4,101,34,83,18
29568,1,56,1,63,34,52,25,120,111,62,4
29569,1,47,14,119,8,22,36,97,4,26,56
29570,0,74,110,67,37,14,33,85,22,42,75
29571,1,37,101,23,41,9,26,58,14,4,65
29572,0,47,23,74,16,26,87,84,92,99,1
29573,1,36,26,22,53,69,88,48,120,14,21
29574,0,104,101,30,114,56,49,62,12,99,79
29575,1,40,11,1,89,9,33,99,44,106,71
29576,1,88,4,32,34,3,29,84,26,93,11
29577,0,21,109,101,92,29,62,23,8,106,99
29578,0,119,22,100,74,114,84,34,80,16,69
29579,0,62,72,57,56,38,101,74,40,41,14
29580,1,114,99,11,20,107,105,14,57,106,4
29581,0,11,87,70,27,93,74,64,98,67,58
29582,0,21,23,69,84,67,106,12,119,30,32
29583,0,32,23,19,93,47,86,9,11,28,8
29584,1,51,37,49,79,67,9,22,48,23,88
29585,1,23,104,25,7,8,34,14,87,2,72
29586,0,74,22,41,51,9,27,64,23,99,67
29587,0,84,87,42,22,71,14,90,74,61,8
29588,1,27,35,23,99,106,114,74,21,9,14
29589,1,44,13,26,5,97,8,63,112,39,88
29590,1,41,31,46,71,38,9,40,88,87,8
29591,1,27,14,4,90,56,119,101,106,35,21
29592,0,67,64,11,84,110,45,69,26,74,109
29593,1,23,41,120,26,64,14,8,91,69,34
29594,1,8,86,120,20,25,15,7,106,37,64
29595,0,12,83,99,106,79,15,95,7,5,98
29596,1,77,106,44,26,14,103,101,110,81,11
29597,0,21,4,5,86,32,74,67,33,62,88
29598,1,23,37,99,41,83,35,104,16,64,120
29599,0,69,75,106,40,64,23,48,21,85,14
29600,0,87,28,11,59,111,68,9,44,8,14
29601,0,38,41,101,17,5,79,94,29,48,14
29602,1,17,67,5,62,63,2,9,101,34,23
29603,1,110,97,93,49,26,87,11,12,31,21
29604,1,38,40,75,101,114,107,85,120,46,77
29605,1,28,56,44,48,79,111,21,10,67,30
29606,1,1,11,119,14,56,8,5,78,85,74
29607,1,62,96,8,106,3,12,64,9,10,119
29608,0,34,44,38,21,14,3,67,120,22,119
29609,1,104,48,39,23,64,110,27,21,71,54
29610,0,7,114,60,99,10,82,26,27,9,41
